run_id,date,total_asset,cash,market_value,daily_return,benchmark_close,benchmark_return
20260818_235535_6c018a,2019-01-02,1000000.0,1000000.0,0,0.0,2969.535,0.0
20260818_235535_6c018a,2019-01-03,1000000.0,1000000.0,0,0.0,2964.842,-0.00158038
20260818_235535_6c018a,2019-01-04,1000000.0,1000000.0,0,0.0,3035.874,0.02395811
20260818_235535_6c018a,2019-01-07,1000000.0,1000000.0,0,0.0,3054.303,0.00607041
20260818_235535_6c018a,2019-01-08,1000000.0,1000000.0,0,0.0,3047.703,-0.00216089
20260818_235535_6c018a,2019-01-09,1000000.0,1000000.0,0,0.0,3078.475,0.01009678
20260818_235535_6c018a,2019-01-10,1000000.0,1000000.0,0,0.0,3072.686,-0.00188048
20260818_235535_6c018a,2019-01-11,1000000.0,1000000.0,0,0.0,3094.778,0.0071898
20260818_235535_6c018a,2019-01-14,1000000.0,1000000.0,0,0.0,3067.784,-0.00872244
20260818_235535_6c018a,2019-01-15,1000000.0,1000000.0,0,0.0,3127.99,0.01962524
20260818_235535_6c018a,2019-01-16,1000000.0,1000000.0,0,0.0,3128.651,0.00021132
20260818_235535_6c018a,2019-01-17,1000000.0,1000000.0,0,0.0,3111.416,-0.00550876
20260818_235535_6c018a,2019-01-18,1000000.0,1000000.0,0,0.0,3168.173,0.01824153
20260818_235535_6c018a,2019-01-21,1000000.0,1000000.0,0,0.0,3185.636,0.00551201
20260818_235535_6c018a,2019-01-22,1000000.0,1000000.0,0,0.0,3143.317,-0.01328432
20260818_235535_6c018a,2019-01-23,1000000.0,1000000.0,0,0.0,3141.053,-0.00072026
20260818_235535_6c018a,2019-01-24,1000000.0,1000000.0,0,0.0,3158.781,0.00564397
20260818_235535_6c018a,2019-01-25,1000000.0,1000000.0,0,0.0,3184.469,0.00813225
20260818_235535_6c018a,2019-01-28,1000000.0,1000000.0,0,0.0,3183.777,-0.0002173
20260818_235535_6c018a,2019-01-29,1000000.0,1000000.0,0,0.0,3193.969,0.00320123
20260818_235535_6c018a,2019-01-30,1000000.0,1000000.0,0,0.0,3168.482,-0.00797973
20260818_235535_6c018a,2019-01-31,1000000.0,1000000.0,0,0.0,3201.633,0.01046274
20260818_235535_6c018a,2019-02-01,1000000.0,1000000.0,0,0.0,3247.397,0.01429396
20260818_235535_6c018a,2019-02-11,1000000.0,1000000.0,0,0.0,3306.472,0.01819149
20260818_235535_6c018a,2019-02-12,1000000.0,1000000.0,0,0.0,3330.335,0.00721706
20260818_235535_6c018a,2019-02-13,1000000.0,1000000.0,0,0.0,3397.027,0.02002561
20260818_235535_6c018a,2019-02-14,1000000.0,1000000.0,0,0.0,3402.14,0.00150514
20260818_235535_6c018a,2019-02-15,1000000.0,1000000.0,0,0.0,3338.704,-0.01864591
20260818_235535_6c018a,2019-02-18,1000000.0,1000000.0,0,0.0,3445.744,0.03206034
20260818_235535_6c018a,2019-02-19,1000000.0,1000000.0,0,0.0,3439.607,-0.00178104
20260818_235535_6c018a,2019-02-20,1000000.0,1000000.0,0,0.0,3451.927,0.0035818
20260818_235535_6c018a,2019-02-21,1000000.0,1000000.0,0,0.0,3442.705,-0.00267155
20260818_235535_6c018a,2019-02-22,1000000.0,1000000.0,0,0.0,3520.118,0.0224861
20260818_235535_6c018a,2019-02-25,1000000.0,1000000.0,0,0.0,3729.483,0.0594767
20260818_235535_6c018a,2019-02-26,1000000.0,1000000.0,0,0.0,3684.693,-0.01200971
20260818_235535_6c018a,2019-02-27,1000000.0,1000000.0,0,0.0,3678.392,-0.00171005
20260818_235535_6c018a,2019-02-28,1000000.0,1000000.0,0,0.0,3669.37,-0.0024527
20260818_235535_6c018a,2019-03-01,1000000.0,1000000.0,0,0.0,3749.714,0.02189586
20260818_235535_6c018a,2019-03-04,1000000.0,1000000.0,0,0.0,3794.104,0.01183824
20260818_235535_6c018a,2019-03-05,1000000.0,1000000.0,0,0.0,3816.013,0.00577449
20260818_235535_6c018a,2019-03-06,1000000.0,1000000.0,0,0.0,3848.09,0.00840589
20260818_235535_6c018a,2019-03-07,1000000.0,1000000.0,0,0.0,3808.849,-0.01019753
20260818_235535_6c018a,2019-03-08,1000000.0,1000000.0,0,0.0,3657.579,-0.03971541
20260818_235535_6c018a,2019-03-11,1000000.0,1000000.0,0,0.0,3729.954,0.01978768
20260818_235535_6c018a,2019-03-12,1000000.0,1000000.0,0,0.0,3755.351,0.00680893
20260818_235535_6c018a,2019-03-13,1000000.0,1000000.0,0,0.0,3724.194,-0.00829669
20260818_235535_6c018a,2019-03-14,1000000.0,1000000.0,0,0.0,3698.485,-0.00690324
20260818_235535_6c018a,2019-03-15,1000000.0,1000000.0,0,0.0,3745.005,0.01257812
20260818_235535_6c018a,2019-03-18,1000000.0,1000000.0,0,0.0,3851.747,0.0285025
20260818_235535_6c018a,2019-03-19,1000000.0,1000000.0,0,0.0,3833.962,-0.00461739
20260818_235535_6c018a,2019-03-20,1000000.0,1000000.0,0,0.0,3835.439,0.00038524
20260818_235535_6c018a,2019-03-21,1000000.0,1000000.0,0,0.0,3836.891,0.00037857
20260818_235535_6c018a,2019-03-22,1000000.0,1000000.0,0,0.0,3833.801,-0.00080534
20260818_235535_6c018a,2019-03-25,1000000.0,1000000.0,0,0.0,3742.825,-0.02372997
20260818_235535_6c018a,2019-03-26,1000000.0,1000000.0,0,0.0,3700.438,-0.01132487
20260818_235535_6c018a,2019-03-27,1000000.0,1000000.0,0,0.0,3743.387,0.01160646
20260818_235535_6c018a,2019-03-28,1000000.0,1000000.0,0,0.0,3728.395,-0.00400493
20260818_235535_6c018a,2019-03-29,1000000.0,1000000.0,0,0.0,3872.341,0.03860803
20260818_235535_6c018a,2019-04-01,1000000.0,1000000.0,0,0.0,3973.928,0.026234
20260818_235535_6c018a,2019-04-02,1000000.0,1000000.0,0,0.0,3971.285,-0.00066509
20260818_235535_6c018a,2019-04-03,1000000.0,1000000.0,0,0.0,4022.156,0.01280971
20260818_235535_6c018a,2019-04-04,1000000.0,1000000.0,0,0.0,4062.23,0.00996331
20260818_235535_6c018a,2019-04-08,1000000.0,1000000.0,0,0.0,4057.228,-0.00123134
20260818_235535_6c018a,2019-04-09,1000000.0,1000000.0,0,0.0,4075.43,0.00448631
20260818_235535_6c018a,2019-04-10,1000000.0,1000000.0,0,0.0,4085.847,0.00255605
20260818_235535_6c018a,2019-04-11,1000000.0,1000000.0,0,0.0,3997.577,-0.02160384
20260818_235535_6c018a,2019-04-12,1000000.0,1000000.0,0,0.0,3988.616,-0.00224161
20260818_235535_6c018a,2019-04-15,1000000.0,1000000.0,0,0.0,3975.524,-0.00328234
20260818_235535_6c018a,2019-04-16,1000000.0,1000000.0,0,0.0,4085.789,0.02773597
20260818_235535_6c018a,2019-04-17,1000000.0,1000000.0,0,0.0,4087.239,0.00035489
20260818_235535_6c018a,2019-04-18,1000000.0,1000000.0,0,0.0,4072.075,-0.00371008
20260818_235535_6c018a,2019-04-19,1000000.0,1000000.0,0,0.0,4120.607,0.01191825
20260818_235535_6c018a,2019-04-22,1000000.0,1000000.0,0,0.0,4025.61,-0.02305413
20260818_235535_6c018a,2019-04-23,1000000.0,1000000.0,0,0.0,4019.005,-0.00164075
20260818_235535_6c018a,2019-04-24,1000000.0,1000000.0,0,0.0,4030.088,0.00275765
20260818_235535_6c018a,2019-04-25,1000000.0,1000000.0,0,0.0,3941.816,-0.02190324
20260818_235535_6c018a,2019-04-26,1000000.0,1000000.0,0,0.0,3889.274,-0.01332939
20260818_235535_6c018a,2019-04-29,1000000.0,1000000.0,0,0.0,3900.333,0.00284346
20260818_235535_6c018a,2019-04-30,1000000.0,1000000.0,0,0.0,3913.211,0.00330177
20260818_235535_6c018a,2019-05-06,1000000.0,1000000.0,0,0.0,3684.616,-0.05841622
20260818_235535_6c018a,2019-05-07,1000000.0,1000000.0,0,0.0,3720.668,0.00978447
20260818_235535_6c018a,2019-05-08,1000000.0,1000000.0,0,0.0,3667.457,-0.01430146
20260818_235535_6c018a,2019-05-09,1000000.0,1000000.0,0,0.0,3599.7,-0.0184752
20260818_235535_6c018a,2019-05-10,1000000.0,1000000.0,0,0.0,3730.451,0.03632275
20260818_235535_6c018a,2019-05-13,1000000.0,1000000.0,0,0.0,3668.725,-0.01654652
20260818_235535_6c018a,2019-05-14,1000000.0,1000000.0,0,0.0,3645.15,-0.00642594
20260818_235535_6c018a,2019-05-15,1000000.0,1000000.0,0,0.0,3727.092,0.02247973
20260818_235535_6c018a,2019-05-16,1000000.0,1000000.0,0,0.0,3743.963,0.00452659
20260818_235535_6c018a,2019-05-17,1000000.0,1000000.0,0,0.0,3648.76,-0.0254284
20260818_235535_6c018a,2019-05-20,1000000.0,1000000.0,0,0.0,3617.792,-0.00848727
20260818_235535_6c018a,2019-05-21,1000000.0,1000000.0,0,0.0,3666.776,0.01353975
20260818_235535_6c018a,2019-05-22,1000000.0,1000000.0,0,0.0,3649.379,-0.00474449
20260818_235535_6c018a,2019-05-23,1000000.0,1000000.0,0,0.0,3583.964,-0.01792497
20260818_235535_6c018a,2019-05-24,1000000.0,1000000.0,0,0.0,3593.913,0.00277598
20260818_235535_6c018a,2019-05-27,1000000.0,1000000.0,0,0.0,3637.197,0.0120437
20260818_235535_6c018a,2019-05-28,1000000.0,1000000.0,0,0.0,3672.26,0.00964012
20260818_235535_6c018a,2019-05-29,1000000.0,1000000.0,0,0.0,3663.909,-0.00227408
20260818_235535_6c018a,2019-05-30,1000000.0,1000000.0,0,0.0,3641.183,-0.00620266
20260818_235535_6c018a,2019-05-31,1000000.0,1000000.0,0,0.0,3629.789,-0.0031292
20260818_235535_6c018a,2019-06-03,1000000.0,1000000.0,0,0.0,3632.012,0.00061243
20260818_235535_6c018a,2019-06-04,1000000.0,1000000.0,0,0.0,3598.466,-0.0092362
20260818_235535_6c018a,2019-06-05,1000000.0,1000000.0,0,0.0,3597.105,-0.00037822
20260818_235535_6c018a,2019-06-06,1000000.0,1000000.0,0,0.0,3564.677,-0.00901503
20260818_235535_6c018a,2019-06-10,1000000.0,1000000.0,0,0.0,3610.743,0.01292291
20260818_235535_6c018a,2019-06-11,1000000.0,1000000.0,0,0.0,3719.275,0.03005808
20260818_235535_6c018a,2019-06-12,1000000.0,1000000.0,0,0.0,3691.095,-0.00757675
20260818_235535_6c018a,2019-06-13,1000000.0,1000000.0,0,0.0,3685.393,-0.0015448
20260818_235535_6c018a,2019-06-14,1000000.0,1000000.0,0,0.0,3654.879,-0.00827971
20260818_235535_6c018a,2019-06-17,996699.815999,759604.312999,237095.503,-0.00330018,3654.824,-1.505e-05
20260818_235535_6c018a,2019-06-18,995682.538999,759604.312999,236078.226,-0.00102065,3667.618,0.00350058
20260818_235535_6c018a,2019-06-19,993408.355999,759604.312999,233804.043,-0.00228404,3715.938,0.01317476
20260818_235535_6c018a,2019-06-20,1000868.275314,530133.422314,470734.853,0.00750942,3828.518,0.03029652
20260818_235535_6c018a,2019-06-21,1014207.499584,51400.849584,962806.65,0.01332765,3833.938,0.00141569
20260818_235535_6c018a,2019-06-24,1020987.705584,51400.849584,969586.856,0.00668523,3841.265,0.00191109
20260818_235535_6c018a,2019-06-25,1025451.321316,78594.961316,946856.36,0.00437186,3801.309,-0.01040178
20260818_235535_6c018a,2019-06-26,1015826.554898,85060.437898,930766.117,-0.00938588,3794.331,-0.00183568
20260818_235535_6c018a,2019-06-27,1034034.560577,85777.704577,948256.856,0.01792433,3834.817,0.01067013
20260818_235535_6c018a,2019-06-28,1032990.794056,120208.089056,912782.705,-0.00100941,3825.587,-0.00240689
20260818_235535_6c018a,2019-07-01,1062805.698056,120208.089056,942597.609,0.0288627,3935.811,0.02881231
20260818_235535_6c018a,2019-07-02,1053624.447344,40259.658344,1013364.789,-0.00863869,3937.169,0.00034504
20260818_235535_6c018a,2019-07-03,1054876.075344,40259.658344,1014616.417,0.00118793,3893.534,-0.01108284
20260818_235535_6c018a,2019-07-04,1033185.240344,40259.658344,992925.582,-0.02056245,3873.101,-0.00524793
20260818_235535_6c018a,2019-07-05,1045819.667344,40259.658344,1005560.009,0.01222862,3893.202,0.0051899
